from,to,weight
9712199,9508143,1
9712199,9510135,1
9712199,9611047,3
9712199,9611050,1
9712199,9611174,3
9712199,9704006,1
9712199,9707068,3
9712199,9708003,4
9712199,9709054,1
9712199,9709087,2
9803031,9401139,1
9803031,9510135,4
9803031,9610043,4
9803031,9611042,4
9803031,9711162,1
9803031,9711165,3
9803031,9801147,1
9810116,9510135,3
9810116,9604055,1
9810116,9610043,2
9810116,9611042,2
9810116,9701125,1
9810116,9710078,4
9810116,9711162,3
9810116,9711165,3
9810116,9801147,1
9810116,9803031,1
9810116,9803044,3
9810116,9805034,1
9810116,9807198,4
9810116,9809039,2
9810116,9810072,3
9810179,9510135,4
9810179,9610043,1
9810179,9612115,4
9810179,9709054,4
9810179,9711162,2
9810179,9711165,2
9810179,9801147,1
9810179,9803031,2
9810179,9803044,4
9810179,9805034,3
9810179,9807198,2
9810179,9810072,1
9810179,9810116,2
9810219,9610043,4
9810219,9611042,3
9810219,9701125,2
9810219,9711162,2
9810219,9711165,1
9810219,9801147,3
9810219,9803031,2
9810219,9803044,3
9810219,9805034,3
9810219,9807198,2
9810219,9809039,3
9810219,9810072,1
9810219,9810116,4
9903166,9311042,3
9903166,9409089,4
9903166,9503124,1
9903166,9504145,1
9903166,9610043,2
9903166,9612121,1
9903166,9701025,1
9903166,9702187,1
9903166,9703030,3
9903166,9712130,3
9903166,9802109,1
9903166,9802150,2
9903166,9803002,4
9903166,9803131,3
9903166,9805108,3
9903166,9806039,4
9903166,9806241,4
9903166,9905177,1
9903166,9906022,3
9907166,9401139,4
9907166,9711162,3
9907166,9711165,3
9907166,9711200,2
9907166,9802042,3
9907166,9802068,3
9907166,9805114,1
9907166,9809022,2
9908056,9711162,1
9908056,9711165,4
9908056,9810179,2
9908056,9901080,1
9908056,9903107,1
9908056,9903187,4
9908056,9907166,3
9908056,9908142,4
9908134,9504081,3
9908134,9610043,3
9908134,9611047,4
9908134,9711162,4
9908134,9711165,2
9908134,9711200,1
9908134,9712117,4
9908134,9802042,3
9908134,9802109,3
9908134,9802150,2
9908134,9805140,2
9908134,9810072,3
9908134,9810179,2
9908134,9907166,3
9908134,9908056,4
9909215,9401139,1
9909215,9504081,2
9909215,9611047,2
9909215,9711165,1
9909215,9711200,3
9909215,9802042,3
9909215,9803001,4
9909215,9803002,4
9909215,9803263,3
9909215,9810072,2
9909215,9810179,4
9909215,9812219,3
9909215,9901080,2
9909215,9903077,4
9909215,9903107,1
9909215,9903187,4
9909215,9903205,1
9909215,9905111,4
9909215,9906192,2
9909215,9907166,2
9909215,9907211,2
9909215,9908056,3
9909215,9908134,3
9909215,9908142,2
9909215,9909081,3
9909215,9909085,3
9909215,9909176,2
9909215,9909202,3
1090,9206070,4
1090,9209012,1
1090,9211011,1
1090,9407001,2
1090,9409179,2
1090,9502084,4
1090,9506206,3
1090,9804089,1
1090,9904184,2
1090,9911077,1
9407001,9206070,1
9407001,9303048,1
9409179,9206070,1
9502084,9206070,2
9502084,9209012,1
9506206,9206070,1
9506206,9209012,3
9506206,9303048,1
9506206,9407001,4
9804089,9206070,4
9804089,9209012,2
9804089,9506206,1
9904184,9206070,4
9904184,9209012,4
9904184,9407001,4
9904184,9409179,2
9904184,9506206,1
9904184,9804089,2
9911077,9206070,3
9911077,9209012,3
9911077,9409179,4
9911077,9506206,4
9911077,9804089,3
9911077,9904184,4
1091,9503079,1
1091,9909042,2
9503079,9408099,4
9503079,9501136,4
1092,9510209,1
1092,9603142,2
1092,9909130,4
1092,9909134,1
1092,9909205,2
1092,9910219,4
1092,9911043,3
1092,9911055,4
1092,9912118,2
1092,9912160,1
1092,9912287,4
1093,9503030,1
1093,9509067,3
1093,9510017,2
1093,9510209,1
1093,9511030,3
1093,9602045,2
1093,9602070,4
1093,9603133,2
1093,9603142,4
1093,9606036,3
1093,9606139,3
1093,9611050,3
1093,9611214,3
1093,9701019,4
1093,9801182,1
1093,9804026,1
1093,9805157,4
1093,9806199,3
1093,9808139,4
1093,9809147,4
1093,9812093,1
1093,9902055,1
1093,9905137,4
1093,9906039,4
1093,9906064,2
1093,9907023,3
1093,9908146,3
1093,9910090,2
1093,9911164,2
9503030,9204012,4
9503030,9209032,2
9503030,9402073,2
9503030,9407087,1
9503030,9408074,4
9503030,9408099,3
9509067,9503030,4
9602045,9203071,4
9602045,9204012,4
9602045,9303017,1
9602045,9407049,4
9602045,9501020,2
9602045,9503030,1
9602045,9509067,4
9602045,9606169,3
9602045,9607229,4
9603133,9210127,2
9603133,9406132,3
9603133,9503124,2
9603133,9508143,4
9603133,9510169,4
9603133,9510209,1
9603133,9511030,3
9603133,9601038,2
9603133,9602022,2
9603133,9602045,4
9603133,9602052,1
9603133,9602070,2
9603133,9602114,1
9603133,9603003,2
9606036,9302103,1
9606036,9309140,1
9606036,9501030,4
9606036,9503124,3
9606036,9506144,1
9606036,9506169,3
9606036,9507121,4
9606036,9510169,2
9606036,9510173,2
9606036,9510209,3
9606036,9512081,3
9606036,9602070,3
9606036,9603142,3
9611214,9407031,1
9611214,9410167,3
9611214,9412184,3
9611214,9501030,1
9611214,9503124,2
9611214,9504027,3
9611214,9504090,4
9611214,9508143,3
9611214,9510017,3
9611214,9511043,2
9611214,9511080,2
9611214,9602052,4
9611214,9602135,2
9611214,9603127,3
9611214,9603167,1
9611214,9608024,3
9611214,9608127,2
9611214,9610140,3
9611214,9611050,4
9701019,9209032,2
9701019,9401139,1
9701019,9410167,2
9701019,9501068,2
9701019,9503124,1
9701019,9504090,4
9701019,9505105,2
9701019,9505162,2
9701019,9508143,3
9701019,9510017,1
9701019,9510135,3
9701019,9510225,4
9701019,9511043,2
9701019,9512077,1
9701019,9601150,3
9701019,9602052,1
9701019,9603167,4
9701019,9604119,2
9701019,9604198,2
9701019,9605150,2
9701019,9605199,4
9701019,9607201,1
9701019,9608024,4
9701019,9608177,1
9701019,9610043,2
9701019,9611050,3
9701019,9611137,4
9701019,9611203,1
9701019,9611214,2
9701019,9612121,4
9801182,9409089,1
9801182,9410167,3
9801182,9503124,1
9801182,9508143,1
9801182,9508154,2
9801182,9510017,1
9801182,9510135,3
9801182,9510209,2
9801182,9511030,4
9801182,9511043,3
9801182,9511194,3
9801182,9511222,3
9801182,9512062,3
9801182,9512077,1
9801182,9601038,1
9801182,9601150,3
9801182,9602052,3
9801182,9603127,3
9801182,9603167,4
9801182,9604103,1
9801182,9604198,1
9801182,9605033,4
9801182,9606139,3
9801182,9608024,4
9801182,9609017,4
9801182,9610043,3
9801182,9610140,2
9801182,9610236,4
9801182,9611042,3
9801182,9611050,2
9801182,9611230,1
9801182,9612115,4
9801182,9701025,2
9801182,9701125,1
9801182,9702101,4
9801182,9702187,2
9801182,9703030,2
9801182,9703217,4
9801182,9704006,2
9801182,9704098,3
9801182,9704127,3
9801182,9705046,3
9801182,9705053,2
9801182,9705057,3
9801182,9705116,3
9801182,9706072,4
9801182,9708119,2
9801182,9709063,1
9801182,9709087,1
9801182,9709199,2
9801182,9710230,2
9801182,9710231,1
9801182,9711162,2
9801182,9711165,2
9801182,9712072,2
9801182,9712185,2
9805157,9510017,1
9805157,9510169,4
9805157,9510209,4
9805157,9601038,1
9805157,9602045,3
9805157,9602052,1
9805157,9602070,1
9805157,9603133,2
9805157,9604129,1
9805157,9604178,3
9805157,9605049,2
9805157,9606036,2
9805157,9606169,2
9805157,9611050,1
9805157,9704059,3
9805157,9705163,4
9805157,9706051,3
9805157,9708040,3
9805157,9803141,2
9805157,9804026,4
9805157,9804092,3
9805157,9804110,1
9806199,9209032,4
9806199,9401139,3
9806199,9410167,3
9806199,9412184,4
9806199,9501030,1
9806199,9501068,1
9806199,9503124,2
9806199,9504090,2
9806199,9505162,3
9806199,9508143,2
9806199,9510017,3
9806199,9510135,4
9806199,9510169,4
9806199,9510173,1
9806199,9510209,1
9806199,9510225,1
9806199,9511030,1
9806199,9511043,4
9806199,9511080,2
9806199,9511194,3
9806199,9511222,4
9806199,9512059,1
9806199,9512062,2
9806199,9512077,4
9806199,9512081,4
9806199,9601003,4
9806199,9601038,4
9806199,9601150,2
9806199,9602045,4
9806199,9602052,2
9806199,9603127,1
9806199,9603142,1
9806199,9603167,1
9806199,9604119,2
9806199,9605033,2
9806199,9605199,3
9806199,9606139,2
9806199,9608024,2
9806199,9609122,3
9806199,9610043,4
9806199,9610148,1
9806199,9610234,4
9806199,9610249,2
9806199,9611050,2
9806199,9611137,3
9806199,9611159,3
9806199,9611173,2
9806199,9611190,4
9806199,9611203,1
9806199,9611230,2
9806199,9612080,2
9806199,9612121,1
9806199,9701019,4
9806199,9701125,3
9806199,9701190,4
9806199,9702093,3
9806199,9702094,1
9806199,9702202,4
9806199,9703217,1
9806199,9704021,4
9806199,9704131,3
9806199,9704165,2
9806199,9705057,4
9806199,9707246,2
9806199,9708147,2
9806199,9709027,4
9806199,9709062,1
9806199,9709063,3
9806199,9710046,1
9806199,9710206,3
9806199,9710230,3
9806199,9710231,1
9806199,9711200,3
9806199,9712072,1
9806199,9712086,2
9806199,9712115,1
9806199,9712195,4
9806199,9801182,1
9806199,9801183,4
9806199,9802067,1
9806199,9802109,1
9806199,9802150,3
9806199,9803116,2
9806199,9805018,3
9808139,9210127,2
9808139,9601038,1
9808139,9603167,1
9808139,9604129,2
9808139,9604178,4
9808139,9605049,2
9808139,9605184,2
9808139,9606165,3
9808139,9606169,2
9808139,9703166,4
9808139,9704059,3
9808139,9704151,4
9808139,9705030,2
9808139,9705044,3
9808139,9705163,1
9808139,9706051,2
9808139,9708040,4
9808139,9711200,1
9808139,9801134,3
9808139,9802109,1
9808139,9802150,1
9808139,9802183,3
9808139,9803015,2
9808139,9803076,2
9808139,9803214,3
9808139,9804026,1
9808139,9804092,3
9808139,9804110,4
9808139,9805139,3
9808139,9806044,3
9808139,9806080,2
9808139,9806131,4
9808139,9807082,2
9812093,9503030,4
9812093,9509067,2
9812093,9510017,3
9812093,9510169,1
9812093,9510209,1
9812093,9601038,4
9812093,9601150,1
9812093,9602022,2
9812093,9602070,2
9812093,9603133,3
9812093,9605150,4
9812093,9605184,1
9812093,9606139,2
9812093,9608024,4
9812093,9611050,4
9812093,9707126,3
9812093,9712086,3
9812093,9804176,2
9812093,9805157,1
9812093,9806199,2
9812093,9807011,3
9812093,9808149,3
9812093,9809124,2
9812093,9811228,2
9905137,9309140,2
9905137,9510017,4
9905137,9602045,2
9905137,9602070,4
9905137,9603133,1
9905137,9606036,4
9905137,9611050,1
9905137,9611213,4
9905137,9612128,2
9905137,9803076,2
9905137,9804110,2
9905137,9805157,3
9905137,9806008,1
9905137,9806044,1
9905137,9806143,2
9905137,9809147,3
9905137,9811193,2
9905137,9812163,2
9906039,9209032,4
9906039,9210127,1
9906039,9302099,1
9906039,9303017,4
9906039,9501020,4
9906039,9503124,3
9906039,9510169,3
9906039,9601038,2
9906039,9602070,3
9906039,9603133,1
9906039,9603167,3
9906039,9604129,1
9906039,9604178,3
9906039,9605049,3
9906039,9605184,1
9906039,9606169,2
9906039,9608053,2
9906039,9611205,4
9906039,9703059,2
9906039,9704059,2
9906039,9704151,1
9906039,9705163,4
9906039,9706051,4
9906039,9707126,1
9906039,9708040,3
9906039,9709062,3
9906039,9711201,3
9906039,9712028,3
9906039,9803141,3
9906039,9804026,4
9906039,9804092,3
9906039,9805157,2
9906039,9807011,4
9906039,9808139,2
9906039,9809147,2
9906039,9811193,4
9906039,9812093,3
9906039,9812118,2
9906039,9902055,3
9906039,9905137,3
9907023,9510017,1
9907023,9511030,3
9907023,9602045,2
9907023,9603133,2
9907023,9804026,2
9907023,9805157,4
9907023,9806143,3
9907023,9808139,1
9907023,9811193,2
9907023,9812093,2
9907023,9902055,1
9907023,9905111,1
9907023,9906039,3
9907023,9906064,1
9907023,9906182,3
9908146,9601150,3
9908146,9602022,2
9908146,9605150,2
9908146,9611050,3
9908146,9611230,2
9908146,9703166,2
9908146,9706109,3
9908146,9802067,2
9908146,9802183,1
9908146,9803076,4
9908146,9803232,2
9908146,9803249,1
9908146,9806199,4
9908146,9809124,3
9908146,9810155,4
9908146,9811141,3
9908146,9812093,4
9908146,9906039,1
9910090,9510209,3
9910090,9511030,1
9910090,9602070,2
9910090,9603003,1
9910090,9603133,1
9910090,9603142,1
9910090,9605036,3
9910090,9606036,4
9910090,9705044,2
9910090,9705104,2
9910090,9708049,3
9910090,9806143,3
9910090,9812031,1
9910090,9902055,1
9910090,9908023,4
9910090,9908072,2
9910090,9909172,3
9911164,9510017,1
9911164,9512006,1
9911164,9512180,4
9911164,9603133,2
9911164,9605136,3
9911164,9608177,1
9911164,9611050,1
9911164,9703059,4
9911164,9704177,1
9911164,9710208,3
9911164,9806199,1
9911164,9810155,2
9911164,9811232,4
9911164,9812118,3
9911164,9904092,3
9911164,9904207,4
9911164,9905006,4
9911164,9905210,1
9911164,9906206,3
9911164,9907038,1
9911164,9907080,3
9911164,9908023,2
9911164,9908060,1
9911164,9908072,3
9911164,9908126,1
9911164,9908144,1
9911164,9909172,4
1094,9405029,3
1094,9512083,3
1094,9601116,3
1094,9601141,2
1094,9701065,4
1094,9701091,4
1094,9705034,3
1094,9705043,2
1094,9710092,3
1094,9808062,1
1094,9903130,4
1094,9905149,2
9601116,9309148,1
9601116,9405193,2
9601141,9309148,4
9701065,9309148,3
9701065,9405193,2
9701065,9601116,4
9701065,9601141,2
9705043,9309148,4
9705043,9601116,4
9705043,9601141,3
9705043,9701065,1
9705043,9701091,1
9705043,9705034,1
9710092,9306002,1
9808062,9306002,1
9808062,9405029,2
9808062,9503126,4
9808062,9601116,3
9808062,9601141,4
9808062,9701065,3
9808062,9701091,1
9808062,9705034,1
9808062,9705043,4
9808062,9710092,3
9903130,9304047,3
9903130,9309148,3
9903130,9405029,1
9903130,9512083,4
9903130,9601116,4
9903130,9601141,3
9903130,9701065,3
9903130,9701091,2
9903130,9705034,4
9903130,9705043,3
9903130,9808062,3
9903130,9905149,3
9905149,9405029,2
9905149,9601116,2
9905149,9601141,2
9905149,9701091,3
9905149,9808062,2
9905149,9903130,3
1096,9709158,4
1097,9206003,3
1097,9604161,1
1097,9612039,1
1097,9701156,4
1097,9710019,4
1097,9711146,2
1097,9805185,2
1097,9909170,1
9612039,9604161,2
9701156,9612039,2
9710019,9611238,3
9710019,9702190,3
9710019,9709034,4
9711146,9606068,2
9805185,9206003,2
9805185,9501136,4
9805185,9506169,4
9805185,9509007,4
9805185,9605187,2
9805185,9711146,4
1098,9407087,1
1098,9410167,2
1098,9412184,2
1098,9503124,4
1098,9510017,4
1098,9611050,4
1098,9611203,2
1098,9612080,2
1098,9701019,4
1098,9708147,2
1098,9709027,1
1098,9710046,2
1098,9710097,3
1098,9803001,1
1098,9803097,4
1098,9902023,2
1098,9906075,1
1098,9906153,1
1098,9907126,1
1098,9907177,3
1098,9909148,1
1098,9909171,4
9611203,9210127,4
9611203,9401139,3
9611203,9407087,4
9611203,9410167,4
9611203,9412184,4
9611203,9501030,1
9611203,9501068,3
9611203,9503124,4
9611203,9504027,1
9611203,9504090,1
9611203,9504145,2
9611203,9505105,3
9611203,9506112,3
9611203,9507158,1
9611203,9508042,3
9611203,9508094,3
9611203,9508143,3
9611203,9510017,2
9611203,9510135,1
9611203,9510209,3
9611203,9511080,4
9611203,9512059,3
9611203,9512062,2
9611203,9512077,4
9611203,9601003,3
9611203,9601038,4
9611203,9602022,1
9611203,9602070,1
9611203,9602114,2
9611203,9603003,4
9611203,9603087,4
9611203,9603150,4
9611203,9603161,1
9611203,9604055,1
9611203,9604179,1
9611203,9605150,4
9611203,9605184,4
9611203,9607201,2
9611203,9607227,2
9611203,9609122,4
9611203,9610249,4
9611203,9611008,4
9611203,9611050,3
9611203,9611159,3
9611203,9611173,1
9611203,9611203,3
9612080,9510017,4
9612080,9510135,1
9612080,9511043,4
9612080,9512062,3
9612080,9512077,3
9612080,9601003,3
9612080,9602052,4
9612080,9603127,4
9612080,9604119,1
9612080,9606173,1
9612080,9608024,1
9612080,9608177,1
9612080,9610043,4
9612080,9610148,1
9612080,9610249,3
9612080,9611159,2
9612080,9611173,2
9708147,9507158,2
9708147,9510225,3
9708147,9511194,3
9708147,9511222,4
9708147,9512059,2
9708147,9512062,2
9708147,9603167,4
9708147,9604198,1
9708147,9608163,1
9708147,9611050,4
9708147,9612080,2
9708147,9703166,3
9709027,9209032,4
9709027,9506035,4
9709027,9509141,1
9709027,9511043,2
9709027,9512059,1
9709027,9701019,2
9709027,9705226,4
9709027,9708147,3
9710046,9308122,2
9710046,9309097,3
9710046,9401139,3
9710046,9403096,1
9710046,9404151,4
9710046,9407031,3
9710046,9407087,2
9710046,9408074,2
9710046,9408083,4
9710046,9408099,3
9710046,9410167,3
9710046,9411048,1
9710046,9411057,2
9710046,9412184,2
9710046,9412209,2
9710046,9501020,2
9710046,9501030,4
9710046,9501068,4
9710046,9502072,4
9710046,9503124,4
9710046,9504027,4
9710046,9504081,4
9710046,9504090,1
9710046,9504145,4
9710046,9505105,1
9710046,9505162,4
9710046,9506112,1
9710046,9507012,1
9710046,9507048,2
9710046,9507121,3
9710046,9508042,1
9710046,9508094,4
9710046,9508143,1
9710046,9508154,4
9710046,9508155,1
9710046,9510017,1
9710046,9510135,1
9710046,9510169,3
9710046,9510209,3
9710046,9510225,4
9710046,9510234,2
9710046,9511030,2
9710046,9511043,1
9710046,9511080,2
9710046,9511222,3
9710046,9512006,1
9710046,9512062,2
9710046,9512077,1
9710046,9512153,3
9710046,9512180,1
9710046,9601003,3
9710046,9601150,2
9710046,9602022,1
9710046,9602052,2
9710046,9602136,3
9710046,9602167,3
9710046,9603004,4
9710046,9603087,2
9710046,9603090,3
9710046,9603142,1
9710046,9603170,3
9710046,9604035,3
9710046,9604089,4
9710046,9604119,2
9710046,9604179,1
9710046,9606033,3
9710046,9606139,1
9710046,9607201,3
9710046,9609212,4
9710046,9611047,4
9710046,9611050,3
9710046,9611137,4
9710046,9611159,1
9710046,9611173,2
9710046,9611174,1
9710046,9611203,1
9710046,9612080,2
9710046,9612095,2
9710046,9612121,4
9710046,9612204,3
9710046,9612229,2
9710046,9701042,1
9710046,9702103,1
9710046,9702155,3
9710046,9702202,3
9710097,9611050,1
9710097,9611159,4
9710097,9611173,2
9710097,9612080,1
9710097,9708147,1
9710097,9709027,1
9803097,9510135,1
9803097,9709013,2
9803097,9711094,1
9803097,9712211,1
9902023,9510017,1
9902023,9612080,3
9902023,9708147,2
9902023,9709027,4
9902023,9710097,1
9902023,9803001,1
9906075,9501068,2
9906075,9510017,4
9906075,9511080,1
9906075,9511194,1
9906075,9611050,2
9906075,9611230,1
9906075,9612080,1
9906075,9701125,4
9906075,9703217,4
9906075,9708147,1
9906075,9709027,4
9906075,9710097,1
9906075,9711097,1
9906075,9711200,3
9906075,9802109,4
9906075,9802150,2
9906075,9803001,2
9906075,9803002,3
9906075,9803097,1
9906075,9803131,4
9906075,9803263,3
9906075,9805112,4
9906075,9805114,1
9906075,9805129,1
9906075,9809022,1
9906075,9810186,4
9906075,9811035,3
9906075,9811156,1
9906075,9812089,1
9906075,9902023,4
9906075,9902074,4
9906075,9902125,3
9906153,9702076,1
9906153,9708147,3
9906153,9709027,1
9906153,9710097,4
9906153,9711200,2
9906153,9802109,3
9906153,9802150,2
9906153,9803001,4
9906153,9803002,2
9906153,9805112,2
9906153,9805114,3
9906153,9805129,4
9906153,9808017,1
9906153,9809022,3
9906153,9904191,1
9907126,9711200,2
9907126,9802109,3
9907126,9802150,1
9907126,9803001,1
9907126,9803002,3
9907126,9803131,1
9907126,9803135,1
9907126,9803137,1
9907126,9803263,2
9907126,9907177,4
9907177,9510017,1
9907177,9511043,2
9907177,9606139,4
9907177,9711200,3
9907177,9802109,4
9907177,9802150,3
9907177,9803001,1
9907177,9803002,1
9907177,9805129,4
9907177,9808017,1
9907177,9809188,3
9907177,9903196,3
9907177,9904191,2
9907177,9905111,3
9907177,9907126,2
9909148,9501068,2
9909148,9508143,2
9909148,9510017,3
9909148,9510135,4
9909148,9511043,4
9909148,9512077,2
9909148,9604055,2
9909148,9604119,3
9909148,9605033,4
9909148,9608024,3
9909148,9703031,1
9909148,9705162,1
9909148,9711200,1
9909148,9801121,3
9909148,9802109,2
9909148,9802150,3
9909148,9903210,3
9909148,9904207,3
9909171,9511043,2
9909171,9603127,4
9909171,9608024,4
9909171,9610043,1
9909171,9701093,4
9909171,9902055,4
1100,9211007,2
1100,9810070,4
1100,9905223,1
9810070,9412184,1
9905223,9704058,1
9905223,9709050,3
9905223,9810070,4
9905223,9906164,2
1101,9510209,4
1101,9602070,4
1101,9603142,1
1101,9701165,4
1101,9802202,4
1101,9803224,2
1101,9803235,2
1101,9806051,2
1101,9808101,4
1101,9811168,4
1101,9811217,2
1101,9811240,3
1101,9901009,2
1101,9904054,2
1101,9906064,3
1101,9912208,2
9701165,9411149,3
9701165,9503124,3
9701165,9505025,3
9701165,9507050,1
9701165,9510135,2
9701165,9511030,3
9701165,9511222,1
9701165,9602022,3
9701165,9602114,1
9701165,9603150,2
9701165,9603161,4
9701165,9604030,3
9701165,9604198,4
9701165,9605036,2
9701165,9605053,4
9701165,9605199,1
9701165,9605200,1
9701165,9606122,3
9701165,9608194,1
9701165,9609122,1
9701165,9610162,2
9701165,9611090,2
9701165,9701023,1
9802202,9603161,2
9802202,9604030,4
9802202,9605200,1
9802202,9607091,4
9802202,9609122,3
9802202,9609239,4
9802202,9611090,4
9802202,9701162,3
9802202,9701165,4
9802202,9705104,4
9803224,9602114,2
9803224,9603161,1
9803224,9605200,1
9803224,9609122,2
9803224,9701162,2
9803224,9701165,4
9803224,9704185,2
9806051,9506144,1
9806051,9510209,1
9806051,9510227,2
9806051,9511203,2
9806051,9601150,1
9806051,9602070,2
9806051,9603004,4
9806051,9603142,4
9806051,9605033,4
9806051,9605136,1
9806051,9606036,4
9806051,9609122,4
9806051,9609209,4
9806051,9610151,2
9806051,9704177,2
9806051,9706195,4
9806051,9710208,2
9806051,9803205,2
9806051,9803235,3
9806051,9806022,2
9808101,9507121,4
9808101,9507158,3
9808101,9510209,4
9808101,9511222,1
9808101,9512059,3
9808101,9602070,1
9808101,9603142,1
9808101,9604034,1
9808101,9605136,1
9808101,9606036,2
9808101,9609122,3
9808101,9609209,1
9808101,9701149,2
9808101,9701166,4
9808101,9703166,2
9808101,9704177,3
9808101,9710208,3
9808101,9711161,2
9808101,9803235,2
9808101,9804026,4
9808101,9806022,3
9808101,9806051,2
9808101,9806080,1
9811168,9507158,1
9811168,9510209,3
9811168,9511222,4
9811168,9602070,2
9811168,9603142,1
9811168,9603161,3
9811168,9701162,3
9811168,9802202,4
9811168,9803224,1
9811168,9803235,1
9811168,9806051,2
9811168,9808101,1
9811240,9602022,1
9811240,9602114,1
9811240,9603161,4
9811240,9603170,4
9811240,9605200,3
9811240,9606122,1
9811240,9609122,4
9811240,9609239,1
9811240,9611137,4
9811240,9701162,2
9811240,9701165,1
9811240,9704097,2
9811240,9707049,2
9811240,9803224,4
9811240,9811168,1
9811240,9811217,1
9901009,9507158,2
9901009,9510209,2
9901009,9511222,3
9901009,9601150,4
9901009,9602070,4
9901009,9603142,3
9901009,9603161,1
9901009,9605136,3
9901009,9606036,1
9901009,9609209,2
9901009,9701162,4
9901009,9701165,2
9901009,9704177,2
9901009,9710208,4
9901009,9802202,3
9901009,9803224,2
9901009,9803235,4
9901009,9806022,2
9901009,9806051,2
9901009,9808101,1
9901009,9811168,2
9901009,9811240,2
9904054,9507158,2
9904054,9510209,4
9904054,9511222,4
9904054,9602022,4
9904054,9602070,2
9904054,9602114,4
9904054,9603003,3
9904054,9603142,3
9904054,9603161,2
9904054,9604034,3
9904054,9605136,4
9904054,9701149,1
9904054,9701162,2
9904054,9701165,1
9904054,9701166,4
9904054,9702008,4
9904054,9703166,2
9904054,9802202,1
9904054,9803224,4
9904054,9808101,3
9904054,9811168,3
9904054,9811240,2
9904054,9901009,4
9904054,9903104,4
9912208,9510209,4
9912208,9602070,1
9912208,9603142,2
9912208,9603161,1
9912208,9605033,4
9912208,9605136,1
9912208,9609209,3
9912208,9701162,2
9912208,9701165,3
9912208,9802202,2
9912208,9803224,4
9912208,9803235,1
9912208,9806051,4
9912208,9806094,2
9912208,9808101,3
9912208,9811168,4
9912208,9811217,4
9912208,9811240,1
9912208,9901009,2
9912208,9904054,4
9912208,9906064,2
1103,9302103,2
1103,9408074,3
1103,9408099,2
1103,9505035,2
1103,9509161,3
1103,9510101,2
1103,9510204,4
1103,9612128,3
1103,9612231,1
1103,9702107,1
1103,9706089,4
1103,9706109,2
1103,9706141,3
1103,9711200,4
1103,9802109,2
1103,9802150,1
1103,9805171,1
1103,9806074,3
1103,9807098,1
1103,9810126,1
1103,9810206,3
1103,9812035,1
1103,9901128,3
1103,9903026,1
1103,9905015,1
1103,9905104,2
1103,9905111,1
1103,9906011,4
1103,9906194,1
1103,9906224,3
1103,9908020,4
1103,9909047,4
1103,9912035,3
9408074,9302103,4
9505035,9304047,4
9505035,9407087,3
9505035,9408074,3
9505035,9411057,3
9505035,9503163,1
9509161,9407087,4
9509161,9408099,4
9509161,9411048,1
9509161,9411057,4
9509161,9504102,2
9509161,9505035,1
9509161,9505062,4
9509161,9505075,1
9509161,9505100,2
9509161,9505162,1
9509161,9507008,4
9509161,9508155,2
9510101,9407087,1
9510101,9408074,2
9510101,9411048,3
9510101,9411057,4
9510101,9503163,1
9510101,9504102,3
9510101,9505075,2
9510101,9505100,2
9510101,9507008,2
9510101,9509161,1
9510101,9509176,4
9510204,9407087,3
9510204,9408099,1
9510204,9411149,2
9510204,9411160,1
9510204,9505035,2
9510204,9505075,3
9510204,9505100,1
9510204,9509161,3
9510204,9509176,2
9510204,9510101,2
9612231,9407087,4
9612231,9408099,4
9612231,9603136,2
9702107,9506052,1
9702107,9510017,2
9702107,9510135,3
9702107,9511030,2
9702107,9512059,4
9702107,9602167,4
9702107,9603167,2
9702107,9604198,2
9702107,9607207,2
9702107,9608163,2
9702107,9611050,4
9702107,9611063,2
9702107,9611230,4
9706089,9407087,1
9706089,9611213,3
9706089,9612128,4
9706141,9611213,3
9706141,9612128,4
9706141,9706089,1
9706141,9706109,3
9807098,9611075,2
9807098,9708005,2
9807098,9708042,2
9807098,9711200,3
9807098,9802109,4
9807098,9802150,1
9807098,9804058,1
9807098,9804083,2
9807098,9806074,2
9810206,9411149,2
9810206,9511154,3
9810206,9711200,2
9810206,9802109,1
9810206,9802150,2
9810206,9802183,1
9810206,9803002,2
9810206,9803051,4
9810206,9803053,4
9810206,9803077,4
9810206,9803131,3
9810206,9810126,2
9903026,9711200,2
9903026,9802042,4
9903026,9802109,3
9903026,9802150,1
9903026,9803001,4
9903026,9803002,3
9903026,9803131,3
9903026,9803135,2
9903026,9803137,4
9903026,9803263,4
9903026,9808117,2
9903026,9810126,4
9903026,9810186,3
9903026,9810206,3
9903026,9811035,1
9903026,9811156,4
9903026,9812035,3
9903026,9812089,1
9903026,9901101,2
9903026,9902074,3
9903026,9902125,3
9903026,9902155,3
9905015,9407087,3
9905015,9510135,2
9905015,9603136,1
9905015,9607163,1
9905015,9611050,2
9905015,9702107,1
9905015,9706109,3
9905015,9711200,3
9905015,9901128,2
9906011,9407087,3
9906011,9408074,2
9906011,9408099,2
9906011,9505035,4
9906011,9509161,1
9906011,9510101,3
9906011,9510204,4
9906011,9603136,1
9906011,9607163,2
9906011,9611090,3
9906011,9612231,1
9906011,9702094,2
9906011,9702107,3
9906011,9901128,4
9906011,9905015,3
9906224,9711200,1
9906224,9802042,4
9906224,9802109,4
9906224,9802150,3
9906224,9804058,4
9906224,9804083,1
9906224,9805171,3
9906224,9806021,1
9906224,9806074,3
9906224,9807097,2
9906224,9808006,4
9906224,9808017,3
9906224,9809032,4
