from,to,weight,type
s1652,s1976,9,
s1202,s292,7,
s1333,s1632,3,
s1530,s1810,4,
s1890,s803,5,
s943,s1128,0,
s364,s1981,6,
s1610,s9,9,
s1839,s604,3,
s1861,s39,10,
s57,s1024,2,
s598,s66,10,
s711,s1561,8,
s306,s1222,0,
s1556,s1616,6,
s1212,s478,2,
s1363,s208,6,
s367,s1949,5,
s1121,s53,2,
s1510,s1577,7,
s1048,s442,6,
s913,s1357,9,
s542,s508,1,
s1035,s45,7,
s1443,s1916,1,
s578,s85,9,
s448,s1573,9,
s287,s1357,9,
s1287,s395,10,
s3,s1753,10,
s1206,s1374,0,
s1083,s22,4,
s1136,s1778,3,
s888,s988,6,
s765,s819,4,
s1393,s1767,4,
s570,s1610,4,
s440,s316,6,
s1147,s1101,10,
s839,s1514,8,
s1091,s254,0,
s1608,s419,6,
s1296,s1197,6,
s1190,s452,1,
s326,s1745,1,
s1739,s150,4,
s1200,s1323,2,
s232,s1199,6,
s417,s1141,3,
s1728,s29,6,
s1828,s1256,2,
s1763,s1231,1,
s85,s659,1,
s704,s235,9,
s774,s228,9,
s45,s1754,7,
s1524,s905,2,
s1659,s1199,0,
s1876,s260,9,
s1156,s1193,1,
s1378,s235,10,
s598,s1793,4,
s996,s284,5,
s1586,s147,3,
s777,s1778,10,
s1675,s272,5,
s1422,s285,1,
s419,s1458,7,
s1080,s1027,7,
s1365,s1647,4,
s1168,s1780,7,
s1787,s1445,9,
s974,s1844,1,
s590,s583,3,
s403,s1047,8,
s336,s925,7,
s167,s713,10,
s1263,s1727,1,
s532,s180,6,
s1496,s908,6,
s544,s1071,1,
s1900,s1104,9,
s421,s847,6,
s217,s1328,6,
s1823,s890,1,
s1697,s765,0,
s1594,s224,7,
s242,s1175,0,
s436,s1896,2,
s1797,s1640,9,
s1720,s143,7,
s1666,s531,5,
s1283,s1210,3,
s1474,s1495,2,
s417,s166,3,
s1500,s1348,7,
s283,s803,8,
s1878,s1789,9,
s1443,s266,7,
s956,s1853,9,
s552,s568,1,
s1361,s988,9,
s1142,s1341,6,
s97,s1367,0,
s1660,s1148,10,
s900,s1664,4,
s1853,s1466,2,
s2000,s346,1,
s196,s366,1,
s1610,s78,8,
s1212,s182,1,
s123,s1924,2,
s879,s392,10,
s1005,s1459,1,
s49,s1240,4,
s3,s1625,3,
s1889,s317,4,
s352,s993,1,
s1830,s1613,10,
s808,s32,4,
s1612,s1543,4,
s1277,s667,5,
s1739,s114,5,
s1315,s1126,7,
s1128,s1795,5,
s163,s153,0,
s248,s1911,1,
s949,s1284,5,
s337,s131,5,
s1397,s591,6,
s344,s1989,6,
s103,s1125,10,
s1654,s1096,10,
s153,s528,7,
s539,s1428,6,
s166,s795,0,
s890,s353,2,
s1108,s1560,5,
s1002,s35,1,
s1074,s1271,4,
s123,s1515,8,
s999,s1759,1,
s54,s1245,4,
s1594,s1360,4,
s855,s1757,10,
s737,s960,9,
s579,s1197,5,
s767,s435,10,
s1814,s280,4,
s57,s1360,3,
s470,s1109,1,
s1595,s1345,7,
s1787,s1537,7,
s1245,s1156,1,
s150,s1609,1,
s772,s1168,5,
s1563,s1427,8,
s1764,s867,5,
s1959,s891,9,
s1146,s1984,7,
s840,s1661,4,
s484,s2,7,
s954,s475,1,
s578,s1382,9,
s558,s972,10,
s489,s1015,10,
s1160,s1701,0,
s1061,s1805,6,
s1220,s126,10,
s1420,s364,3,
s1863,s798,1,
s993,s864,7,
s582,s1052,3,
s1363,s1501,1,
s1580,s453,2,
s659,s1661,9,
s1687,s346,8,
s355,s1956,4,
s455,s1818,6,
s1799,s1773,7,
s828,s117,10,
s1607,s1529,7,
s1557,s1222,0,
s1126,s119,6,
s123,s1633,8,
s1139,s1599,0,
s1703,s1903,4,
s33,s827,1,
s1674,s1381,6,
s914,s1520,10,
s648,s798,7,
s1990,s338,9,
s331,s828,1,
s928,s1043,0,
s1092,s7,8,
s87,s1995,5,
s109,s1538,3,
s349,s1868,4,
s428,s1788,5,
s1147,s169,9,
s597,s145,10,
s951,s1193,9,
s287,s919,7,
s1451,s1105,4,
s371,s1326,3,
s362,s84,5,
s411,s1866,3,
s1234,s1672,9,
s1641,s1851,6,
s1583,s1483,5,
s1034,s1357,10,
s1593,s49,5,
s1118,s1523,8,
s1094,s149,2,
s96,s971,7,
s1685,s237,10,
s952,s468,8,
s122,s1784,7,
s457,s433,8,
s230,s1396,5,
s479,s950,4,
s1816,s733,4,
s1480,s1260,9,
s1302,s1657,2,
s678,s446,9,
s1443,s1900,4,
s930,s1190,2,
s67,s865,1,
s717,s1830,10,
s704,s43,0,
s1810,s133,4,
s1123,s620,9,
s89,s1796,3,
s833,s1657,1,
s734,s505,10,
s970,s149,0,
s1181,s124,1,
s567,s385,2,
s591,s248,6,
s322,s1037,1,
s1321,s1532,2,
s113,s370,3,
s1462,s688,2,
s1375,s1693,6,
s856,s523,1,
s1732,s131,7,
s99,s240,8,
s612,s112,10,
s863,s919,5,
s1102,s907,2,
s1016,s1258,4,
s687,s279,0,
s456,s1552,1,
s1235,s966,4,
s739,s1634,0,
s1381,s1150,3,
s838,s1037,0,
s891,s1386,6,
s929,s212,7,
s915,s1812,3,
s1531,s371,5,
s1598,s657,2,
s725,s1341,5,
s1177,s1713,9,
s590,s1684,4,
s1910,s874,3,
s320,s1665,8,
s1452,s985,0,
s1439,s1699,0,
s568,s1312,2,
s740,s764,6,
s127,s550,2,
s1108,s505,9,
s1893,s115,9,
s1210,s95,10,
s934,s1258,10,
s453,s219,4,
s1675,s45,6,
s698,s1121,5,
s1504,s1834,9,
s1739,s900,0,
s1243,s420,8,
s1536,s200,6,
s568,s863,5,
s656,s1442,5,
s1311,s245,4,
s36,s442,2,
s1216,s1294,2,
s583,s455,3,
s179,s1962,2,
s507,s973,4,
s833,s1312,9,
s36,s1157,0,
s1077,s10,3,
s658,s1823,4,
s1018,s1284,3,
s77,s29,6,
s1906,s870,2,
s1986,s1914,2,
s1819,s761,4,
s375,s1694,10,
s870,s44,7,
s149,s1296,9,
s534,s1841,0,
s1413,s1102,8,
s1784,s76,2,
s1135,s584,9,
s1850,s1991,2,
s467,s1615,3,
s1304,s1487,1,
s1696,s1354,9,
s101,s1897,1,
s1449,s360,3,
s334,s143,6,
s942,s1765,4,
s237,s1785,4,
s307,s1285,8,
s632,s1865,10,
s776,s66,9,
s130,s1014,4,
s1060,s230,4,
s1511,s38,5,
s1998,s1548,10,
s1402,s1009,4,
s1794,s1065,5,
s1727,s1185,1,
s853,s1351,7,
s33,s450,1,
s1044,s1979,3,
s1778,s1531,6,
s831,s1874,8,
s228,s945,6,
s464,s1929,5,
s1856,s1330,10,
s111,s626,10,
s1890,s185,10,
s1337,s1590,10,
s1349,s1015,3,
s1155,s1796,1,
s1831,s1119,9,
s1437,s386,1,
s630,s934,2,
s1891,s888,3,
s190,s952,3,
s597,s63,7,
s481,s632,2,
s397,s1213,8,
s1801,s1185,5,
s1308,s1400,6,
s425,s1420,6,
s1548,s949,1,
s1191,s737,0,
s154,s1559,5,
s211,s204,7,
s630,s1165,9,
s170,s866,1,
s1346,s1690,4,
s1129,s291,3,
s1642,s1745,2,
s907,s1846,1,
s1183,s1578,6,
s1296,s179,10,
s1795,s1074,2,
s1139,s860,0,
s1990,s1681,4,
s640,s733,10,
s78,s1581,10,
s400,s1466,9,
s732,s431,3,
s199,s1553,0,
s449,s242,2,
s809,s765,7,
s79,s208,5,
s1570,s29,8,
s1533,s1477,4,
s1607,s900,2,
s1514,s1269,7,
s1906,s1643,2,
s1450,s1949,0,
s1258,s3,6,
s393,s212,4,
s1119,s1338,10,
s1881,s111,4,
s1132,s444,3,
s1732,s726,1,
s1652,s22,5,
s1789,s1982,8,
s1501,s448,6,
s417,s1428,10,
s270,s811,8,
s1932,s873,8,
s658,s876,7,
s1753,s1478,1,
s1114,s1276,1,
s395,s1945,7,
s244,s648,9,
s692,s817,0,
s578,s121,2,
s1406,s861,3,
s1467,s1569,10,
s425,s1299,0,
s1292,s151,10,
s965,s1052,3,
s620,s542,5,
s1765,s1558,0,
s344,s833,2,
s746,s95,9,
s1677,s552,5,
s1556,s742,8,
s1932,s964,4,
s1487,s1937,7,
s42,s27,9,
s53,s1671,7,
s1205,s512,6,
s702,s1548,9,
s716,s1714,7,
s863,s1567,5,
s292,s1698,0,
s321,s1609,6,
s1743,s1895,8,
s569,s932,1,
s1403,s1526,4,
s569,s491,2,
s1733,s32,3,
s287,s715,6,
s1003,s1473,2,
s1394,s1313,3,
s1555,s1359,10,
s120,s373,4,
s35,s1220,7,
s1339,s1375,8,
s1055,s968,5,
s1260,s592,5,
s127,s1171,9,
s1115,s1343,7,
s1372,s350,9,
s1483,s479,2,
s147,s318,9,
s1608,s1393,3,
s27,s736,8,
s48,s413,4,
s315,s1583,3,
s1402,s836,6,
s71,s1700,1,
s1372,s1884,0,
s584,s1434,1,
s214,s808,9,
s1987,s767,1,
s1286,s1502,2,
s1585,s1482,7,
s1805,s1499,1,
s59,s323,10,
s1528,s1397,0,
s684,s431,6,
s1499,s1396,4,
s1566,s927,1,
s1437,s1285,6,
s1631,s1245,4,
s644,s1735,7,
s1164,s830,1,
s477,s747,1,
s847,s1863,3,
s1520,s1837,8,
s1001,s942,8,
s1075,s1232,8,
s381,s1891,4,
s416,s999,8,
s580,s1913,0,
s13,s1287,2,
s1488,s1487,1,
s1714,s1623,3,
s973,s1384,0,
s698,s840,6,
s1771,s632,9,
s919,s420,1,
s1019,s316,9,
s218,s352,2,
s1508,s419,1,
s1996,s864,0,
s1374,s1727,1,
s1782,s126,5,
s342,s1132,8,
s814,s1023,1,
s991,s160,8,
s888,s1988,2,
s844,s1059,6,
s1758,s1007,0,
s1257,s1860,5,
s1565,s1375,0,
s1570,s590,8,
s1213,s1526,3,
s1995,s928,10,
s175,s1324,5,
s1586,s97,4,
s1802,s53,8,
s1636,s28,1,
s1655,s1072,3,
s960,s1586,1,
s671,s703,1,
s290,s1226,9,
s1527,s907,6,
s1851,s1968,10,
s467,s542,9,
s1984,s1837,5,
s733,s1330,6,
s840,s427,4,
s1536,s874,6,
s835,s1261,10,
s507,s542,5,
s1301,s871,0,
s893,s47,3,
s137,s1358,4,
s331,s1613,8,
s1855,s162,5,
s206,s114,10,
s213,s425,7,
s199,s1388,8,
s296,s1725,6,
s432,s968,2,
s258,s987,6,
s1614,s1991,10,
s1025,s1535,9,
s1274,s955,4,
s1579,s930,3,
s1418,s1270,1,
s39,s972,1,
s1413,s1106,8,
s956,s1632,4,
s1398,s412,1,
s790,s155,6,
s1748,s916,3,
s1072,s1742,2,
s1941,s774,7,
s79,s1934,10,
s856,s1248,6,
s1231,s890,7,
s918,s86,3,
s1599,s1653,9,
s1027,s501,0,
s395,s371,5,
s1659,s243,10,
s790,s227,3,
s53,s1521,0,
s1854,s969,7,
s1520,s1670,10,
s296,s1802,4,
s347,s304,8,
s27,s779,0,
s1135,s1193,8,
s1084,s1418,0,
s667,s235,5,
s1814,s673,7,
s522,s1511,3,
s310,s123,5,
s1574,s1506,1,
s1290,s977,8,
s1418,s1268,8,
s619,s468,8,
s1645,s63,4,
s1214,s1893,2,
s1964,s832,10,
s553,s1996,4,
s364,s690,9,
s1548,s353,8,
s451,s1669,1,
s1625,s917,8,
s540,s1659,9,
s1943,s875,7,
s1696,s433,3,
s59,s1568,7,
s715,s1311,10,
s1967,s972,7,
s294,s1257,6,
s52,s1459,3,
s703,s690,5,
s1612,s1659,8,
s1745,s68,1,
s1757,s1743,8,
s1713,s1156,0,
s507,s274,4,
s638,s968,6,
s691,s1205,1,
s1260,s420,6,
s49,s145,5,
s925,s1308,2,
s1887,s1808,2,
s781,s6,5,
s1426,s7,9,
s1067,s1955,2,
s1210,s1782,6,
s493,s1115,1,
s758,s1271,5,
s1204,s904,1,
s391,s1536,9,
s178,s1908,1,
s656,s1167,9,
s1821,s947,2,
s37,s288,0,
s1597,s25,8,
s1603,s668,0,
s568,s832,9,
s471,s9,5,
s1844,s117,0,
s1467,s18,1,
s600,s1103,6,
s1274,s1090,5,
s489,s1678,5,
s1276,s273,10,
s715,s1972,3,
s1275,s348,7,
s122,s1675,6,
s274,s1818,2,
s847,s1013,7,
s1162,s1339,1,
s703,s383,8,
s414,s631,0,
s1764,s1523,6,
s1495,s1369,0,
s1355,s1701,4,
s928,s128,5,
s1945,s1310,9,
s1071,s253,9,
s355,s1455,8,
s830,s1698,8,
s443,s736,1,
s331,s130,4,
s1474,s1239,4,
s873,s547,10,
s1504,s813,0,
s142,s1356,5,
s405,s680,1,
s176,s618,0,
s1129,s29,9,
s1265,s301,8,
s1083,s1186,2,
s59,s1058,10,
s1757,s1119,10,
s229,s477,7,
s893,s1041,5,
s1180,s1045,1,
s1338,s131,9,
s492,s143,0,
s660,s1345,3,
s1628,s1102,7,
s1645,s682,9,
s1485,s232,6,
s208,s969,4,
s9,s1615,9,
s1291,s1430,3,
s362,s1298,4,
s1293,s904,8,
s1777,s1594,5,
s1600,s1201,6,
s887,s1958,8,
s489,s1960,8,
s677,s1923,0,
s1212,s1412,5,
s1490,s624,8,
s153,s214,2,
s1347,s427,8,
s214,s398,5,
s1473,s1236,3,
s1841,s771,10,
s489,s736,10,
s1696,s821,3,
s420,s310,10,
s411,s387,2,
s1418,s1704,5,
s1681,s341,10,
s1569,s1007,7,
s520,s1128,9,
s1431,s549,7,
s1561,s683,9,
s1662,s1219,2,
s218,s273,6,
s597,s1483,7,
s1766,s310,0,
s1527,s1479,3,
s1083,s396,3,
s1262,s758,8,
s1917,s1730,5,
s644,s951,7,
s750,s478,3,
s479,s431,3,
s348,s665,10,
s1742,s589,2,
s187,s1667,4,
s1604,s53,9,
s804,s1839,1,
s6,s1269,8,
s785,s1854,0,
s570,s289,4,
s284,s1122,1,
s906,s341,1,
s189,s1447,4,
s1162,s826,10,
s1112,s836,6,
s109,s881,7,
s608,s532,8,
s1766,s32,5,
s656,s845,8,
s1433,s453,7,
s1701,s1981,5,
s330,s205,10,
s356,s73,3,
s524,s980,3,
s1784,s952,8,
s1001,s269,8,
s981,s898,7,
s885,s644,9,
s1675,s1206,9,
s1018,s1175,1,
s55,s131,6,
s1938,s756,0,
s1130,s1825,7,
s839,s1740,6,
s1049,s1265,10,
s959,s1053,1,
s359,s570,4,
s761,s1717,0,
s814,s847,0,
s1524,s253,0,
s1096,s1419,9,
s1322,s482,10,
s1118,s454,7,
s20,s938,6,
s133,s1102,3,
s1104,s693,9,
s270,s1222,1,
s1606,s539,9,
s1015,s1984,1,
s1433,s437,7,
s566,s1444,5,
s362,s410,5,
s482,s1822,4,
s880,s919,8,
s8,s1465,10,
s338,s637,4,
s187,s1010,8,
s1652,s1184,6,
s726,s1308,6,
s1634,s1500,1,
s653,s338,3,
s1801,s366,8,
s628,s628,4,
s190,s709,5,
s1518,s653,0,
s165,s13,0,
s1812,s966,0,
s1335,s1954,4,
s55,s699,7,
s704,s1181,3,
s967,s1406,4,
s1801,s643,10,
s1562,s281,6,
s1855,s1737,7,
s1944,s117,4,
s380,s1440,10,
s116,s1541,5,
s1030,s1580,10,
s813,s1766,5,
s1005,s1086,1,
s1242,s1060,10,
s497,s661,4,
s495,s1910,6,
s1744,s1371,5,
s1225,s662,5,
s1942,s593,3,
s1377,s1895,7,
s1740,s1452,6,
s1454,s1114,5,
s1938,s16,8,
s1348,s1807,6,
s700,s139,10,
s1165,s1932,1,
s1078,s871,0,
s1856,s1363,1,
s1574,s1222,5,
s1813,s1968,3,
s517,s1342,7,
s855,s547,4,
s1233,s1145,8,
s585,s1041,4,
s1139,s443,2,
s523,s682,3,
s1872,s997,0,
s433,s643,9,
s1237,s1780,3,
s39,s939,1,
s589,s946,1,
s1304,s201,3,
s1016,s1691,2,
s1426,s1218,4,
s716,s1720,9,
s215,s1804,9,
s1128,s1674,6,
s1223,s493,5,
s806,s1235,0,
s1079,s1441,7,
s775,s1622,2,
s874,s943,2,
s1287,s1484,6,
s1629,s333,0,
s1247,s200,1,
s1085,s632,0,
s124,s668,7,
s1094,s448,8,
s349,s1983,8,
s840,s1947,10,
s1349,s1091,5,
s1211,s228,0,
s1522,s1354,9,
s63,s180,5,
s778,s510,6,
s1158,s616,3,
s1169,s571,8,
s1669,s909,8,
s405,s510,0,
s1659,s1493,8,
s807,s845,5,
s1413,s1797,7,
s564,s221,3,
s1739,s1525,3,
s723,s702,5,
s1433,s741,3,
s481,s1683,7,
s698,s19,9,
s1531,s1792,0,
s1259,s328,1,
s1145,s1679,7,
s232,s1467,7,
s1040,s690,3,
s1936,s1308,10,
s45,s1625,5,
s629,s999,8,
s54,s997,6,
s1532,s1746,4,
s257,s187,2,
s1126,s1675,2,
s1643,s1057,1,
s472,s183,3,
s262,s1688,4,
s445,s277,5,
s346,s462,6,
s456,s438,7,
s1502,s524,7,
s365,s1885,8,
s1475,s1719,2,
s1793,s228,8,
s1428,s1002,0,
s1507,s813,9,
s867,s529,4,
s1440,s959,10,
s637,s684,3,
s1865,s277,7,
s243,s130,10,
s685,s1866,7,
s647,s253,4,
s1373,s454,10,
s1190,s1541,8,
s1653,s1120,8,
s741,s330,2,
s24,s1745,0,
s427,s1730,2,
s926,s1612,0,
s1708,s847,2,
s721,s1971,5,
s869,s675,8,
s973,s1610,4,
s837,s758,1,
s1863,s295,7,
s1371,s842,9,
s443,s1909,7,
s1608,s513,9,
s1605,s145,10,
s1688,s822,0,
s1182,s389,6,
s441,s640,0,
s697,s1242,8,
s1351,s701,6,
s444,s1163,0,
s1017,s853,1,
s1974,s197,2,
s643,s956,4,
s1362,s1059,8,
s4,s76,10,
s896,s485,7,
s674,s1266,1,
s874,s879,3,
s1419,s1281,3,
s1486,s353,10,
s293,s1795,3,
s1650,s1139,6,
s917,s1969,6,
s850,s589,5,
s1399,s817,9,
s1297,s281,4,
s1455,s1082,3,
s861,s1054,5,
s6,s974,5,
s1612,s1371,8,
s1701,s886,10,
s1574,s1938,2,
s409,s1444,9,
s398,s1759,1,
s1444,s1914,0,
s193,s1074,1,
s1767,s30,3,
s430,s1787,1,
s1334,s1445,10,
s1029,s1837,9,
s745,s168,7,
s466,s1406,3,
s289,s251,5,
s1487,s1498,9,
s1845,s458,7,
s1096,s1296,2,
s1988,s1193,3,
s426,s1265,6,
s1790,s154,5,
s317,s158,9,
s1319,s106,10,
s1848,s1103,7,
s1636,s1032,7,
s287,s732,6,
s902,s240,7,
s1107,s1965,8,
s1901,s123,6,
s996,s1073,9,
s1746,s1670,6,
s1669,s868,9,
s166,s353,4,
s309,s1729,9,
s333,s122,8,
s1455,s1655,7,
s834,s1037,6,
s1309,s578,1,
s1367,s1631,3,
s1693,s852,7,
s1637,s882,1,
s1730,s934,1,
s386,s760,3,
s1678,s193,6,
s436,s516,8,
s1470,s377,5,
s422,s40,3,
s618,s231,8,
s1379,s150,9,
s1199,s1727,9,
s1130,s1182,1,
s1828,s854,1,
s1443,s1191,9,
s274,s196,0,
s329,s1510,2,
s1112,s605,10,
s1183,s205,3,
s950,s1784,6,
s1348,s514,1,
s1095,s460,7,
s1307,s269,9,
s612,s1790,3,
s401,s1087,1,
s1430,s1760,6,
s434,s1817,10,
s276,s505,7,
s1736,s1995,3,
s1997,s306,3,
s1121,s960,0,
s1810,s235,1,
s1982,s1100,8,
s1907,s1301,10,
s1292,s1037,6,
s312,s274,8,
s664,s1396,10,
s2000,s450,8,
s868,s1294,4,
s1596,s1368,10,
s454,s1160,7,
s755,s1241,6,
s122,s205,4,
s433,s318,4,
s1681,s1431,3,
s1258,s1407,5,
s1692,s116,10,
s1684,s813,8,
s587,s271,0,
s297,s1495,5,
s1570,s273,8,
s4,s467,7,
s26,s899,0,
s666,s630,7,
s1165,s1378,2,
s764,s765,6,
s425,s1185,0,
s1547,s47,4,
s4,s1746,1,
s1221,s62,8,
s211,s184,8,
s1933,s543,0,
s1411,s1434,4,
s60,s596,5,
s1252,s877,8,
s49,s1182,5,
s1353,s636,6,
s1194,s1082,7,
s5,s150,5,
s102,s1340,5,
s533,s625,10,
s554,s294,4,
s508,s407,8,
s1062,s1244,10,
s1686,s1611,9,
s1676,s680,3,
s1095,s1201,3,
s312,s487,8,
s213,s1869,7,
s1440,s917,8,
s1659,s1699,2,
s1639,s328,5,
s969,s751,1,
s726,s519,6,
s1189,s768,0,
s903,s743,0,
s1166,s422,3,
s1753,s1946,0,
s4,s1416,0,
s1632,s828,10,
s57,s1672,9,
s452,s1789,7,
s1337,s1370,8,
s44,s1403,3,
s883,s1926,5,
s789,s154,4,
s1461,s1583,9,
s770,s334,5,
s952,s763,2,
s1445,s1642,9,
s1893,s1977,0,
s1086,s1259,6,
s1365,s1193,10,
s481,s1681,1,
s1684,s1489,0,
s640,s219,10,
s1347,s1148,10,
s1531,s1850,1,
s565,s1848,4,
s538,s12,7,
s427,s302,6,
s1777,s56,6,
s1828,s1837,4,
s1694,s1917,10,
s671,s1730,0,
s598,s530,5,
s881,s245,6,
s828,s1835,6,
s1802,s677,1,
s583,s913,0,
s1904,s1680,3,
s1793,s725,1,
s765,s1399,1,
s1485,s1249,10,
s215,s272,8,
s723,s272,4,
s605,s112,9,
s1049,s697,5,
s685,s556,1,
s1651,s735,9,
s1781,s1270,0,
s1126,s1823,7,
s451,s1178,2,
s2,s76,9,
s1085,s947,5,
s911,s1363,10,
s1978,s1922,10,
s972,s1331,2,
s29,s91,7,
s1001,s1119,8,
s106,s1959,4,
s1947,s1897,7,
s1609,s996,8,
s851,s50,0,
s1602,s1401,0,
s762,s977,10,
s610,s1415,8,
s1570,s96,6,
s841,s1677,7,
s19,s1055,7,
s365,s1228,0,
s353,s574,1,
s552,s1637,3,
s1627,s1299,4,
s203,s1434,10,
s204,s54,0,
s377,s68,9,
s1825,s988,9,
s734,s1732,1,
s693,s204,8,
s1576,s33,1,
s1630,s110,7,
s940,s152,5,
s39,s308,10,
s877,s1636,1,
s1327,s1497,3,
s811,s9,7,
s1312,s1722,7,
s27,s1351,3,
s1927,s160,4,
s336,s1781,6,
s804,s1604,4,
s1376,s1211,3,
s440,s1035,5,
s668,s1226,0,
s436,s1935,10,
s1137,s1859,6,
s568,s98,7,
s1132,s58,9,
s1668,s571,0,
s1786,s1733,3,
s1209,s894,2,
s1045,s1765,2,
s675,s253,0,
s1944,s1108,1,
s1465,s405,1,
s993,s1230,4,
s877,s1449,8,
s1786,s1586,9,
s257,s954,7,
s482,s1391,0,
s245,s1921,5,
s1026,s1146,10,
s1953,s695,1,
s1225,s174,2,
s118,s821,2,
s92,s1604,5,
s1041,s1952,9,
s1130,s793,10,
s1743,s1872,4,
s1233,s1114,7,
s1579,s1885,10,
s343,s214,0,
s918,s868,2,
s212,s1839,4,
s765,s860,3,
s367,s908,9,
s1389,s523,10,
s1278,s1366,0,
s1203,s793,1,
s1418,s1286,3,
s986,s114,10,
s95,s408,10,
s905,s1779,6,
s1659,s495,10,
s810,s106,5,
s1356,s1175,4,
s1847,s1861,8,
s1786,s143,6,
s1133,s741,5,
s216,s7,8,
s910,s1334,5,
s899,s1195,4,
s1860,s467,6,
s1368,s1924,3,
s1944,s293,1,
s584,s1156,3,
s1133,s415,0,
s735,s486,7,
s403,s604,5,
s1911,s1007,0,
s25,s1442,6,
s202,s1592,0,
s870,s1768,9,
s32,s314,7,
s1485,s523,4,
s1745,s1296,4,
s1557,s602,1,
s990,s470,0,
s717,s1329,8,
s628,s1312,3,
s88,s293,0,
s1208,s1129,1,
s1614,s606,1,
s230,s659,5,
s577,s780,0,
s1901,s1683,1,
s1714,s1041,4,
s1280,s1083,1,
s562,s704,0,
s1,s329,7,
s1382,s151,8,
s524,s1262,3,
s1237,s1324,6,
s1375,s1047,6,
s1326,s1661,0,
s1509,s633,7,
s1997,s629,10,
s1124,s1398,6,
s522,s398,7,
s1120,s37,6,
s1379,s1417,9,
s1885,s1285,9,
s314,s829,8,
s961,s797,5,
s1748,s650,9,
s1701,s413,6,
s644,s1702,9,
s1572,s1817,4,
s46,s527,3,
s678,s405,5,
s46,s527,10,
s14,s1660,3,
s1842,s112,3,
s3,s909,6,
s1246,s877,0,
s89,s833,6,
s1163,s853,2,
s566,s1967,4,
s566,s1389,2,
s1648,s1004,2,
s837,s66,7,
s1892,s584,3,
s501,s506,9,
s1797,s1252,2,
s1857,s440,8,
s1186,s764,1,
s1856,s1037,4,
s436,s663,5,
s222,s338,9,
s1403,s1936,5,
s1240,s1917,6,
s667,s749,8,
s1307,s1299,10,
s1832,s665,4,
s1132,s1643,6,
s1250,s38,10,
s1423,s818,3,
s452,s1818,2,
s1015,s1393,10,
s1161,s951,5,
s114,s409,1,
s386,s1860,5,
s1580,s1391,4,
s1802,s198,7,
s1469,s1063,5,
s741,s1007,4,
s1893,s1211,1,
s212,s1023,10,
s20,s1256,1,
s771,s1006,9,
s322,s604,1,
s1209,s263,9,
s1100,s1382,1,
s205,s7,7,
s70,s650,9,
s381,s1813,1,
s1872,s886,4,
s1927,s920,8,
s1158,s989,5,
s1011,s40,4,
s662,s778,5,
s39,s61,1,
s1842,s1592,3,
s1534,s1355,10,
s1208,s518,6,
s837,s1254,0,
s462,s1624,1,
s1897,s1533,4,
s357,s393,0,
s759,s942,9,
s1121,s998,3,
s1772,s981,3,
s398,s1155,9,
s1279,s1504,0,
s532,s590,6,
s595,s106,5,
s1397,s886,2,
s954,s491,8,
s1454,s1923,2,
s516,s1384,3,
s1912,s514,6,
s975,s428,6,
s1172,s1704,3,
s1910,s1302,10,
s1428,s1528,4,
s1993,s1907,0,
s1110,s1812,9,
s657,s1500,7,
s444,s995,4,
s1594,s1046,0,
s1355,s1690,8,
s238,s1770,0,
s802,s246,2,
s726,s1434,8,
s1430,s1803,9,
s995,s811,0,
s1925,s271,7,
s864,s521,0,
s1690,s1746,6,
s146,s1695,7,
s1185,s814,10,
s1115,s757,3,
s1456,s1411,10,
s1208,s1200,6,
s557,s1433,10,
s1096,s1779,9,
s433,s376,8,
s86,s1556,7,
s1942,s1480,1,
s1584,s204,7,
s1703,s1921,10,
s1333,s1321,10,
s546,s1840,1,
s1399,s294,7,
s1477,s286,8,
s899,s166,3,
s967,s934,1,
s500,s232,4,
s1135,s1923,2,
s540,s1718,9,
s1554,s1450,7,
s1784,s1250,10,
s652,s1936,10,
s767,s119,3,
s1484,s1141,9,
s1730,s1571,2,
s1983,s675,3,
s1927,s1752,6,
s1440,s1337,0,
s1443,s1245,6,
s1916,s500,9,
s1834,s1529,6,
s1008,s603,9,
s1356,s1867,4,
s1839,s772,2,
s1561,s259,4,
s1693,s40,2,
s378,s731,5,
s1872,s746,4,
s589,s1632,6,
s685,s58,0,
s322,s784,1,
s283,s1346,2,
s115,s1117,8,
s1327,s861,8,
s373,s1847,10,
s36,s1451,4,
s1996,s612,2,
s1347,s970,8,
s11,s1649,6,
s542,s1604,3,
s1659,s126,2,
s558,s1415,8,
s1356,s1433,2,
s564,s331,10,
s883,s541,4,
s818,s577,3,
s808,s52,3,
s1096,s12,0,
s1093,s191,8,
s243,s831,9,
s812,s382,6,
s65,s10,6,
s572,s1173,8,
s748,s445,8,
s1222,s1612,0,
s1066,s1220,2,
s1181,s539,10,
s8,s794,2,
s703,s1220,3,
s1997,s1262,10,
s726,s1450,3,
s693,s135,5,
s140,s1073,1,
s662,s1953,3,
s1961,s65,9,
s1724,s1701,6,
s904,s1211,7,
s650,s1417,5,
s1149,s730,4,
s820,s561,0,
s1367,s1100,3,
s1888,s1042,10,
s1082,s1280,2,
s972,s854,3,
s1811,s165,5,
s768,s295,5,
s311,s1062,0,
s848,s1127,0,
s1780,s920,3,
s815,s688,0,
s1882,s219,10,
s1307,s1103,3,
s1511,s536,0,
s517,s1215,9,
s963,s1921,6,
s1875,s224,2,
s85,s83,10,
s205,s799,6,
s1646,s244,8,
