from,to,weight,type
s1161,s1494,141,
s1002,s724,83,
s1986,s1968,100,
s1301,s315,144,
s1662,s493,82,
s1268,s1137,19,
s1294,s496,131,
s1184,s494,130,
s1924,s1142,90,
s873,s1978,134,
s21,s178,85,
s1185,s823,61,
s1887,s1497,37,
s1372,s394,41,
s1029,s281,139,
s1647,s1154,125,
s895,s1803,67,
s37,s574,6,
s619,s1620,101,
s238,s1829,105,
s1270,s1698,150,
s1616,s1874,131,
s922,s645,47,
s1883,s386,64,
s1727,s1886,18,
s1930,s1396,138,
s353,s625,120,
s540,s535,53,
s1141,s845,18,
s1279,s827,136,
s846,s1389,15,
s29,s824,27,
s1507,s62,100,
s1464,s1690,148,
s749,s241,148,
s1854,s1165,135,
s1318,s1501,13,
s650,s1198,1,
s1184,s1486,127,
s1888,s1333,114,
s597,s278,122,
s242,s1816,17,
s1361,s1074,26,
s135,s1183,134,
s1473,s1339,147,
s1059,s224,118,
s691,s84,57,
s274,s1993,53,
s1830,s233,22,
s1017,s16,67,
s1850,s676,77,
s1823,s1472,63,
s597,s1600,96,
s1312,s1313,21,
s1003,s1985,61,
s1106,s1771,147,
s420,s632,23,
s1110,s158,88,
s124,s1973,68,
s764,s1019,96,
s253,s326,28,
s1734,s1306,84,
s816,s453,123,
s1776,s1707,28,
s1207,s1558,1,
s382,s215,44,
s774,s1049,47,
s137,s200,51,
s1147,s860,71,
s143,s1518,83,
s647,s884,138,
s1425,s1174,43,
s1326,s443,46,
s1483,s1805,146,
s931,s533,95,
s1939,s1959,45,
s1343,s1679,134,
s709,s313,131,
s1535,s324,39,
s1896,s576,122,
s1877,s1327,43,
s1946,s88,63,
s501,s1088,11,
s311,s1506,40,
s1647,s1746,20,
s1910,s1058,134,
s1968,s268,134,
s1294,s1689,71,
s288,s715,148,
s744,s1053,17,
s1738,s1329,81,
s695,s653,145,
s30,s680,122,
s1391,s586,23,
s1996,s710,61,
s652,s1420,5,
s672,s684,114,
s805,s1017,94,
s1529,s932,30,
s163,s376,109,
s473,s1253,68,
s1025,s1469,65,
s784,s430,116,
s861,s826,69,
s507,s976,144,
s419,s1301,102,
s325,s406,139,
s448,s1530,80,
s1428,s1745,112,
s15,s463,52,
s995,s370,140,
s493,s114,39,
s1927,s664,139,
s692,s274,127,
s280,s1317,54,
s36,s1078,94,
s1856,s629,65,
s414,s80,106,
s1252,s529,23,
s1613,s202,4,
s159,s868,126,
s959,s924,53,
s759,s33,34,
s1897,s713,66,
s1414,s525,58,
s516,s1031,80,
s1215,s605,20,
s925,s1381,68,
s1866,s1659,43,
s1308,s522,107,
s483,s1007,28,
s1174,s920,67,
s315,s309,135,
s1946,s24,4,
s119,s170,137,
s1664,s830,55,
s153,s1057,96,
s755,s971,98,
s1412,s753,41,
s1338,s885,71,
s1757,s1741,30,
s188,s1297,71,
s1835,s1596,35,
s1037,s1418,135,
s408,s784,61,
s626,s521,87,
s1055,s175,79,
s1426,s345,8,
s627,s261,61,
s932,s871,66,
s532,s349,49,
s1977,s329,110,
s1579,s1616,147,
s405,s1369,124,
s960,s1346,148,
s1854,s554,150,
s288,s1762,43,
s1955,s892,79,
s1620,s38,132,
s686,s1188,41,
s1890,s15,7,
s1692,s1959,126,
s719,s740,100,
s1440,s1717,99,
s1135,s1064,15,
s968,s555,129,
s199,s1889,19,
s1992,s143,95,
s1092,s587,32,
s42,s1277,76,
s13,s1282,52,
s1965,s1828,27,
s1718,s1710,112,
s1031,s952,20,
s1748,s382,120,
s1219,s1510,123,
s133,s579,127,
s1552,s1419,53,
s1750,s986,122,
s1051,s551,3,
s1270,s1502,83,
s756,s547,111,
s1132,s1740,123,
s1343,s1394,123,
s1922,s1402,77,
s807,s446,20,
s1119,s1166,117,
s1986,s1389,121,
s1800,s483,44,
s774,s1237,87,
s312,s924,44,
s653,s1508,16,
s1635,s1125,116,
s1060,s1868,62,
s121,s144,103,
s1053,s347,65,
s320,s633,100,
s294,s1137,149,
s1373,s1698,123,
s991,s1272,124,
s151,s281,5,
s1985,s1141,69,
s603,s1589,16,
s1078,s626,19,
s219,s1329,22,
s1902,s322,97,
s266,s1907,104,
s268,s1809,38,
s1897,s494,128,
s796,s755,89,
s346,s1715,140,
s1549,s1276,57,
s1651,s203,103,
s235,s322,137,
s823,s905,16,
s395,s626,146,
s1120,s207,47,
s1296,s745,19,
s1250,s979,48,
s594,s1054,35,
s665,s1419,88,
s443,s735,75,
s1543,s1659,145,
s1012,s481,1,
s1689,s568,65,
s734,s549,150,
s29,s335,102,
s1207,s197,76,
s1737,s1734,146,
s1648,s438,33,
s1733,s630,141,
s1299,s52,102,
s1358,s1751,147,
s1543,s177,144,
s122,s246,45,
s544,s1868,104,
s1496,s210,18,
s1451,s875,13,
s1145,s344,148,
s212,s344,78,
s1825,s428,71,
s1167,s412,60,
s1157,s324,120,
s627,s659,140,
s1768,s1306,0,
s1203,s333,53,
s1346,s1104,123,
s1864,s707,17,
s704,s330,129,
s1324,s1252,100,
s1812,s859,91,
s921,s664,87,
s1505,s1416,141,
s1565,s469,48,
s12,s1872,103,
s288,s504,46,
s1793,s292,147,
s950,s1710,117,
s1687,s1934,4,
s604,s1584,47,
s1623,s1241,34,
s481,s166,32,
s1179,s1084,142,
s1789,s945,149,
s534,s1617,123,
s1766,s635,86,
s1862,s1265,102,
s343,s445,136,
s169,s1725,62,
s204,s766,78,
s764,s1960,64,
s695,s949,45,
s1704,s1465,53,
s503,s4,67,
s1813,s698,120,
s1114,s553,127,
s975,s341,144,
s1913,s274,20,
s377,s334,2,
s548,s1475,56,
s1902,s439,0,
s536,s1692,55,
s354,s1300,75,
s260,s488,73,
s1626,s676,65,
s311,s1076,48,
s916,s1303,115,
s1548,s627,45,
s1414,s1909,95,
s889,s1459,104,
s1587,s999,98,
s103,s1944,85,
s998,s1247,28,
s1399,s750,83,
s762,s461,59,
s988,s491,79,
s1082,s900,33,
s1082,s320,18,
s1627,s482,131,
s1464,s1522,36,
s890,s637,31,
s380,s1543,83,
s832,s1312,6,
s1537,s598,114,
s1771,s1698,23,
s912,s837,134,
s101,s610,50,
s1517,s409,12,
s949,s1465,61,
s985,s188,18,
s216,s1647,146,
s1305,s509,76,
s1671,s1378,127,
s1568,s93,140,
s678,s744,91,
s653,s1241,3,
s81,s1500,51,
s359,s1319,21,
s555,s155,39,
s262,s768,48,
s821,s1672,18,
s690,s960,144,
s1422,s1864,52,
s260,s440,37,
s659,s1380,57,
s893,s170,90,
s1038,s1240,55,
s27,s1228,94,
s1046,s1851,19,
s1392,s764,13,
s1989,s1541,120,
s526,s279,119,
s1351,s16,145,
s87,s83,113,
s1216,s12,1,
s381,s1254,7,
s485,s2,23,
s1813,s1212,49,
s1921,s1670,135,
s1032,s1632,112,
s790,s1617,125,
s1040,s1416,65,
s922,s1342,2,
s164,s1388,74,
s1910,s1927,60,
s1823,s1636,52,
s1197,s53,28,
s754,s488,79,
s1170,s331,83,
s408,s1930,11,
s636,s1224,70,
s1752,s1994,89,
s921,s1640,75,
s590,s449,15,
s1522,s1979,44,
s288,s829,13,
s456,s1043,9,
s1999,s725,40,
s405,s1767,102,
s1205,s1777,98,
s551,s1250,98,
s468,s475,37,
s1041,s390,150,
s901,s1512,70,
s827,s1840,61,
s1464,s1117,86,
s378,s1751,20,
s312,s320,66,
s1106,s741,12,
s819,s517,107,
s405,s260,76,
s1175,s1962,48,
s1726,s379,89,
s408,s545,40,
s875,s1320,128,
s2000,s975,92,
s24,s1987,69,
s274,s1674,115,
s1812,s1029,48,
s335,s1505,9,
s1513,s1055,14,
s22,s426,70,
s1380,s1964,27,
s527,s621,50,
s1599,s753,110,
s265,s1009,87,
s909,s1773,23,
s1910,s1795,61,
s689,s681,90,
s1081,s955,98,
s1145,s1958,133,
s215,s1383,46,
s1448,s549,65,
s481,s857,93,
s1594,s209,48,
s1561,s1728,71,
s436,s1594,25,
s13,s1105,143,
s1335,s253,0,
s94,s1043,7,
s207,s871,34,
s517,s540,50,
s845,s1974,72,
s1047,s1251,148,
s1849,s1249,60,
s527,s787,17,
s1673,s1432,148,
s1915,s575,108,
s1016,s65,38,
s660,s1806,29,
s86,s1414,33,
s1726,s1856,99,
s978,s1250,55,
s1644,s1298,36,
s1487,s208,35,
s967,s741,121,
s114,s1408,4,
s1774,s670,122,
s586,s1227,63,
s866,s949,66,
s252,s19,101,
s551,s665,97,
s1350,s898,9,
s445,s1209,104,
s1574,s945,70,
s1171,s978,93,
s1708,s1186,85,
s1127,s28,7,
s460,s313,73,
s945,s1532,81,
s182,s1963,69,
s27,s1128,18,
s279,s581,107,
s40,s637,108,
s438,s1290,123,
s1330,s1638,109,
s1043,s272,119,
s1407,s379,62,
s1502,s1643,90,
s1407,s265,125,
s1522,s1470,19,
s1010,s939,132,
s319,s994,99,
s605,s1600,14,
s1177,s1345,42,
s584,s1647,86,
s1736,s1843,138,
s11,s446,93,
s110,s752,124,
s121,s1426,120,
s37,s287,60,
s17,s192,26,
s884,s858,127,
s757,s762,43,
s426,s1815,62,
s1171,s1619,37,
s1340,s369,65,
s1383,s1474,73,
s835,s389,85,
s234,s1959,30,
s913,s1803,68,
s1536,s1305,89,
s1073,s940,113,
s1834,s860,120,
s1206,s1146,5,
s1943,s1172,99,
s1483,s618,120,
s167,s1583,77,
s1111,s436,110,
s790,s628,73,
s22,s300,96,
s377,s154,29,
s83,s821,47,
s24,s1517,84,
s1195,s1479,94,
s1719,s1565,92,
s1706,s24,34,
s229,s1020,108,
s620,s1886,81,
s265,s1301,127,
s1872,s1245,94,
s1527,s1290,25,
s266,s583,39,
s1166,s256,80,
s309,s1325,138,
s175,s426,12,
s943,s480,95,
s68,s1041,72,
s694,s577,73,
s1721,s4,148,
s827,s6,4,
s1214,s1918,132,
s1165,s362,77,
s1910,s1989,63,
s1525,s1678,36,
s1112,s1324,98,
s1145,s322,128,
s1167,s941,22,
s1752,s1172,20,
s815,s1708,54,
s1987,s1304,48,
s1022,s1931,136,
s1391,s568,30,
s629,s1260,71,
s1110,s1378,75,
s1776,s1807,51,
s918,s1008,16,
s1016,s1845,18,
s769,s1939,144,
s527,s1285,141,
s551,s1056,141,
s1803,s1748,66,
s707,s883,71,
s628,s1154,127,
s742,s158,150,
s1061,s1328,6,
s410,s310,121,
s641,s1446,37,
s433,s1225,150,
s1501,s1519,88,
s417,s1214,76,
s148,s198,53,
s320,s385,13,
s336,s877,20,
s1885,s147,51,
s655,s1915,81,
s1485,s1658,84,
s161,s1634,89,
s1436,s1898,132,
s1900,s739,58,
s1017,s754,62,
s1896,s263,45,
s546,s409,102,
s1029,s27,47,
s1715,s1562,29,
s14,s1117,54,
s1928,s1857,67,
s1177,s527,71,
s460,s1497,5,
s237,s1170,24,
s1193,s381,28,
s1106,s1879,75,
s580,s914,13,
s158,s1065,87,
s707,s223,14,
s1243,s87,15,
s1939,s1391,31,
s466,s29,149,
s529,s899,0,
s775,s1769,100,
s590,s1327,64,
s650,s554,108,
s377,s1507,135,
s1893,s274,73,
s335,s275,63,
s1002,s1839,95,
s29,s818,20,
s279,s56,63,
s710,s414,50,
s81,s1820,59,
s1034,s893,24,
s1577,s564,108,
s1690,s530,13,
s1309,s989,61,
s1391,s484,113,
s1541,s1041,72,
s1950,s591,47,
s210,s1560,78,
s1620,s78,109,
s445,s1991,105,
s170,s381,62,
s737,s1585,92,
s1664,s35,30,
s490,s1789,0,
s976,s979,113,
s1133,s767,28,
s45,s1532,148,
s681,s387,32,
s735,s1576,132,
s1186,s1874,134,
s36,s462,109,
s1389,s1984,146,
s1808,s1470,21,
s247,s1980,42,
s936,s588,108,
s407,s678,64,
s1378,s1974,13,
s682,s1553,34,
s1673,s578,17,
s1850,s1959,136,
s1564,s566,74,
s1140,s1525,139,
s751,s103,75,
s1250,s1546,101,
s215,s15,114,
s842,s841,100,
s1303,s1378,60,
s1180,s1592,132,
s414,s914,48,
s187,s1017,123,
s950,s1030,20,
s808,s1845,89,
s1675,s1066,96,
s1776,s573,150,
s1456,s1969,24,
s1123,s1044,94,
s1255,s1821,19,
s262,s1634,62,
s813,s1206,142,
s553,s130,83,
s1397,s451,9,
s975,s924,92,
s848,s83,79,
s607,s902,44,
s675,s1873,29,
s319,s675,140,
s1100,s1558,70,
s1223,s444,7,
s1399,s1335,2,
s1628,s671,135,
s493,s1969,76,
s1476,s740,29,
s475,s1949,15,
s1573,s137,111,
s1127,s1108,17,
s516,s819,144,
s444,s932,145,
s700,s1048,127,
s1415,s1362,81,
s1445,s1452,86,
s253,s1200,87,
s1430,s1101,129,
s331,s1300,58,
s295,s1667,65,
s555,s731,130,
s1799,s131,93,
s855,s595,72,
s729,s1399,88,
s1492,s236,86,
s739,s414,41,
s1470,s922,87,
s280,s178,34,
s721,s750,70,
s56,s1383,112,
s1697,s1840,105,
s153,s888,0,
s1045,s37,126,
s80,s1114,63,
s33,s171,28,
s1104,s705,12,
s1369,s1379,30,
s618,s629,94,
s1845,s1177,130,
s1969,s252,81,
s1518,s1488,96,
s1841,s1557,63,
s815,s161,78,
s331,s521,68,
s6,s463,47,
s477,s742,44,
s1641,s158,38,
s907,s1626,74,
s183,s1445,127,
s143,s750,130,
s974,s629,87,
s1670,s1918,1,
s1958,s1420,108,
s1713,s719,38,
s255,s52,110,
s1240,s882,123,
s724,s1245,55,
s1649,s32,44,
s300,s387,51,
s897,s558,36,
s879,s1812,136,
s1270,s1567,74,
s1268,s575,8,
s760,s1825,48,
s384,s965,82,
s1172,s1405,31,
s258,s1161,28,
s1375,s1041,46,
s1124,s644,63,
s18,s382,116,
s1196,s215,93,
s941,s954,80,
s657,s746,146,
s724,s1795,54,
s243,s1353,92,
s978,s201,40,
s192,s891,13,
s651,s622,98,
s378,s1124,36,
s316,s269,15,
s313,s700,68,
s977,s218,138,
s1388,s531,112,
s1056,s1650,8,
s1576,s841,147,
s682,s1788,93,
s1189,s1842,113,
s1596,s130,93,
s162,s268,68,
s1724,s770,46,
